Ward_code,Borough_code,Borough_name,Ward_name,candidate,party,party_long,number_votes,elected_flag,Number of councillors in ward
E05000052,E09000003,Barnet,Garden Suburb,"Brown, Ruth Ms.",LAB,Labour Party,1101,,3
E05000052,E09000003,Barnet,Garden Suburb,"Sutherland, Romin",LAB,Labour Party,943,,3
E05000052,E09000003,Barnet,Garden Suburb,"De Souza, Romola",GRE,Green Party,645,,3
E05000052,E09000003,Barnet,Garden Suburb,"Lusher, Peter A.",LD,Liberal Democrats,382,,3
E05000052,E09000003,Barnet,Garden Suburb,"Akbiyik, Altan R.",LD,Liberal Democrats,358,,3
E05000052,E09000003,Barnet,Garden Suburb,"Barber, Stephen D.",LD,Liberal Democrats,347,,3
E05000053,E09000003,Barnet,Golders Green,"Cohen, Dean S. B.*",CON,Conservative Party,2423,Yes,3
E05000053,E09000003,Barnet,Golders Green,"Cohen, Melvin*",CON,Conservative Party,2302,Yes,3
E05000053,E09000003,Barnet,Golders Green,"Thompstone, Reuben F.*",CON,Conservative Party,1831,Yes,3
E05000053,E09000003,Barnet,Golders Green,"Harvey, Charles",LAB,Labour Party,1024,,3
E05000053,E09000003,Barnet,Golders Green,"Robinson, Margot Ms.",LAB,Labour Party,900,,3
E05000053,E09000003,Barnet,Golders Green,"O`Halloran, Sue Ms.",LAB,Labour Party,885,,3
E05000053,E09000003,Barnet,Golders Green,"Concepcion, Charlene Ms.",GRE,Green Party,369,,3
E05000053,E09000003,Barnet,Golders Green,"Ward, Adele Ms.",GRE,Green Party,330,,3
E05000053,E09000003,Barnet,Golders Green,"Radice, Louisa C. Ms.",GRE,Green Party,314,,3
E05000053,E09000003,Barnet,Golders Green,"Cohen, Ruth Ms.",LD,Liberal Democrats,246,,3
E05000053,E09000003,Barnet,Golders Green,"Morrissey, Honora Ms.",LD,Liberal Democrats,156,,3
E05000053,E09000003,Barnet,Golders Green,"Eatwell, Eddie",LD,Liberal Democrats,126,,3
E05000054,E09000003,Barnet,Hale,"Davey, Tom*",CON,Conservative Party,2178,Yes,3
E05000054,E09000003,Barnet,Hale,"Rayner, Hugh R.*",CON,Conservative Party,2155,Yes,3
E05000054,E09000003,Barnet,Hale,"Lyons, Kitty Ms.",LAB,Labour Party,2019,Yes,3
E05000054,E09000003,Barnet,Hale,"Simberg, Elliot K.",CON,Conservative Party,2010,,3
E05000054,E09000003,Barnet,Hale,"Jeanmaire, Pierre",LAB,Labour Party,1994,,3
E05000054,E09000003,Barnet,Hale,"Lyons, Roger",LAB,Labour Party,1870,,3
E05000054,E09000003,Barnet,Hale,"Ceasar, Nicolas J. A.",GRE,Green Party,536,,3
E05000054,E09000003,Barnet,Hale,"Goodman, Michael R.",LD,Liberal Democrats,335,,3
E05000054,E09000003,Barnet,Hale,"Creighton, James M.",LD,Liberal Democrats,297,,3
E05000054,E09000003,Barnet,Hale,"Jacobs, Geoffrey A.",LD,Liberal Democrats,243,,3
E05000055,E09000003,Barnet,Hendon,"Finn, Anthony H.*",CON,Conservative Party,2128,Yes,3
E05000055,E09000003,Barnet,Hendon,"Shooter, Mark R.*",CON,Conservative Party,2087,Yes,3
E05000055,E09000003,Barnet,Hendon,"Braun, Maureen Ms.*",CON,Conservative Party,2015,Yes,3
E05000055,E09000003,Barnet,Hendon,"Beere, David",LAB,Labour Party,1191,,3
E05000055,E09000003,Barnet,Hendon,"Roots, Gerrard E.",LAB,Labour Party,1165,,3
E05000055,E09000003,Barnet,Hendon,"Montague, Ruth Ms.",LAB,Labour Party,1113,,3
E05000055,E09000003,Barnet,Hendon,"Ryan, Barry",UKIP,UK Independence Party (UKIP),420,,3
E05000055,E09000003,Barnet,Hendon,"Monaghan, Andy",GRE,Green Party,390,,3
E05000055,E09000003,Barnet,Hendon,"Moleman, Jason M.",LD,Liberal Democrats,280,,3
E05000055,E09000003,Barnet,Hendon,"Feszczur, Henryk P.",LD,Liberal Democrats,243,,3
E05000055,E09000003,Barnet,Hendon,"Wakefield, Charles P.",LD,Liberal Democrats,180,,3
E05000056,E09000003,Barnet,High Barnet,"Prentice, Wendy Ms.*",CON,Conservative Party,2171,Yes,3
E05000056,E09000003,Barnet,High Barnet,"Longstaff, David*",CON,Conservative Party,2161,Yes,3
E05000056,E09000003,Barnet,High Barnet,"Perry, Bridget Ms.*",CON,Conservative Party,2152,Yes,3
E05000056,E09000003,Barnet,High Barnet,"Harding, Phil",LAB,Labour Party,1209,,3
E05000056,E09000003,Barnet,High Barnet,"Haylett, Marianne Ms.",LAB,Labour Party,1188,,3
E05000056,E09000003,Barnet,High Barnet,"Levine, Paul",LAB,Labour Party,1052,,3
E05000056,E09000003,Barnet,High Barnet,"Fletcher, Phil",GRE,Green Party,973,,3
E05000056,E09000003,Barnet,High Barnet,"Poppy, A.M. Ms.",GRE,Green Party,922,,3
E05000056,E09000003,Barnet,High Barnet,"Macdonald, Duncan C.",LD,Liberal Democrats,859,,3
E05000056,E09000003,Barnet,High Barnet,"Lawson, Valerie Ms.",GRE,Green Party,828,,3
E05000056,E09000003,Barnet,High Barnet,"Hooker, Sean",LD,Liberal Democrats,705,,3
E05000056,E09000003,Barnet,High Barnet,"Gibson, Jane I. G. Ms.",LD,Liberal Democrats,631,,3
E05000057,E09000003,Barnet,Mill Hill,"Hart, John R.*",CON,Conservative Party,2058,Yes,3
E05000057,E09000003,Barnet,Mill Hill,"Duschinsky, Val Ms.",CON,Conservative Party,1936,Yes,3
E05000057,E09000003,Barnet,Mill Hill,"Khatri, Sury*",CON,Conservative Party,1864,Yes,3
E05000057,E09000003,Barnet,Mill Hill,"Handley, Deborah J. Ms.",LAB,Labour Party,1264,,3
E05000057,E09000003,Barnet,Mill Hill,"John, Sian B. Ms.",LAB,Labour Party,1231,,3
E05000057,E09000003,Barnet,Mill Hill,"Francome, Colin",LAB,Labour Party,1229,,3
E05000057,E09000003,Barnet,Mill Hill,"Jones, George A.",UKIP,UK Independence Party (UKIP),731,,3
E05000057,E09000003,Barnet,Mill Hill,"Davies, Jeremy E.",LD,Liberal Democrats,721,,3
E05000057,E09000003,Barnet,Mill Hill,"Hill, Alasdair",LD,Liberal Democrats,512,,3
E05000057,E09000003,Barnet,Mill Hill,"Rustin, Barbara Ms.",GRE,Green Party,495,,3
E05000057,E09000003,Barnet,Mill Hill,"Lees, Michael J.",LD,Liberal Democrats,470,,3
E05000057,E09000003,Barnet,Mill Hill,"Clayton, Rolf",IND,Independent,371,,3
E05000057,E09000003,Barnet,Mill Hill,"Ilott, Luke A.",GRE,Green Party,282,,3
E05000057,E09000003,Barnet,Mill Hill,"Williams, David G.",GRE,Green Party,228,,3
E05000058,E09000003,Barnet,Oakleigh,"Salinger, Brian*",CON,Conservative Party,1935,Yes,3
E05000058,E09000003,Barnet,Oakleigh,"Rajput, Sachin*",CON,Conservative Party,1899,Yes,3
E05000058,E09000003,Barnet,Oakleigh,"Sowerby, Stephen*",CON,Conservative Party,1826,Yes,3
E05000058,E09000003,Barnet,Oakleigh,"Bradbury, Pamela Ms.",LAB,Labour Party,1110,,3
E05000058,E09000003,Barnet,Oakleigh,"Barker, Rachel Ms.",LAB,Labour Party,1075,,3
E05000058,E09000003,Barnet,Oakleigh,"Sharma, Parmodh",LAB,Labour Party,936,,3
E05000058,E09000003,Barnet,Oakleigh,"Kaye, Victor",UKIP,UK Independence Party (UKIP),498,,3
E05000058,E09000003,Barnet,Oakleigh,"Cutting, Richard G.",GRE,Green Party,436,,3
E05000058,E09000003,Barnet,Oakleigh,"Newby, Daniel A.",GRE,Green Party,370,,3
E05000058,E09000003,Barnet,Oakleigh,"Shapiro, Gideon",GRE,Green Party,317,,3
E05000058,E09000003,Barnet,Oakleigh,"Finlayson, Jon",LD,Liberal Democrats,239,,3
E05000058,E09000003,Barnet,Oakleigh,"Fitzgerald, Gerard E.",LD,Liberal Democrats,188,,3
E05000058,E09000003,Barnet,Oakleigh,"Hodge, Leonie G. Ms.",LD,Liberal Democrats,187,,3
E05000058,E09000003,Barnet,Oakleigh,"Clayton, Philip",LU,Left Unity,107,,3
E05000059,E09000003,Barnet,Totteridge,"Cornelius, Alison Ms.*",CON,Conservative Party,2210,Yes,3
E05000059,E09000003,Barnet,Totteridge,"Cornelius, Richard*",CON,Conservative Party,2147,Yes,3
E05000059,E09000003,Barnet,Totteridge,"Stock, Caroline Ms.",CON,Conservative Party,2090,Yes,3
E05000059,E09000003,Barnet,Totteridge,"Heneghan, Deborah Ms.",LAB,Labour Party,1048,,3
E05000059,E09000003,Barnet,Totteridge,"Lyven, Donald",LAB,Labour Party,912,,3
E05000059,E09000003,Barnet,Totteridge,"Persad, Robert",LAB,Labour Party,798,,3
E05000059,E09000003,Barnet,Totteridge,"Fraser, Keith G.",UKIP,UK Independence Party (UKIP),494,,3
E05000059,E09000003,Barnet,Totteridge,"Auld, Ash",GRE,Green Party,464,,3
E05000059,E09000003,Barnet,Totteridge,"Parkinson, Richard H.",GRE,Green Party,363,,3
E05000059,E09000003,Barnet,Totteridge,"Turner, Janice Ms.",LD,Liberal Democrats,320,,3
E05000059,E09000003,Barnet,Totteridge,"Coleman, Brian J.*",IND,Independent,265,,3
E05000059,E09000003,Barnet,Totteridge,"Cole, Michael M.",LD,Liberal Democrats,256,,3
E05000059,E09000003,Barnet,Totteridge,"Gottsche, Sheila Ms.",LD,Liberal Democrats,212,,3
E05000059,E09000003,Barnet,Totteridge,"Linskey, George S.",IND,Independent,137,,3
E05000060,E09000003,Barnet,Underhill,"Edwards, Paul",LAB,Labour Party,2078,Yes,3
E05000060,E09000003,Barnet,Underhill,"Trevethan, Amy Ms.",LAB,Labour Party,1950,Yes,3
E05000060,E09000003,Barnet,Underhill,"Roberts, Tim",LAB,Labour Party,1889,Yes,3
E05000060,E09000003,Barnet,Underhill,"Barton, James",CON,Conservative Party,1637,,3
E05000060,E09000003,Barnet,Underhill,"Quigley-Turner, Rowan",CON,Conservative Party,1429,,3
E05000060,E09000003,Barnet,Underhill,"Subramaniyam, Michael",CON,Conservative Party,1264,,3
E05000060,E09000003,Barnet,Underhill,"Baskin, John J.",UKIP,UK Independence Party (UKIP),1016,,3
E05000060,E09000003,Barnet,Underhill,"Laughton, Dawn",GRE,Green Party,550,,3
E05000060,E09000003,Barnet,Underhill,"Theodorou, Gina Ms.",GRE,Green Party,525,,3
E05000060,E09000003,Barnet,Underhill,"Natelson, Solomon O.",GRE,Green Party,344,,3
E05000060,E09000003,Barnet,Underhill,"Gilbert, Alexander L.",LD,Liberal Democrats,232,,3
E05000060,E09000003,Barnet,Underhill,"Manalo, Maria C. Ms.",LD,Liberal Democrats,170,,3
E05000060,E09000003,Barnet,Underhill,"Stern, Jonty",LD,Liberal Democrats,162,,3
E05000061,E09000003,Barnet,West Finchley,"Houston, Ross S.*",LAB,Labour Party,2214,Yes,3
E05000061,E09000003,Barnet,West Finchley,"Tierney, Jim*",LAB,Labour Party,2141,Yes,3
E05000061,E09000003,Barnet,West Finchley,"Mcguirk, Kath Ms.*",LAB,Labour Party,2113,Yes,3
E05000061,E09000003,Barnet,West Finchley,"Dias, Shaun",CON,Conservative Party,1367,,3
E05000061,E09000003,Barnet,West Finchley,"Longfield, Myles",CON,Conservative Party,1292,,3
E05000061,E09000003,Barnet,West Finchley,"Tennakoon, Ajantha T. K.",CON,Conservative Party,1067,,3
E05000061,E09000003,Barnet,West Finchley,"Owen, Nina B. Ms.",GRE,Green Party,550,,3
E05000061,E09000003,Barnet,West Finchley,"Riley, Tim",GRE,Green Party,440,,3
E05000061,E09000003,Barnet,West Finchley,"Anderson, Ted",UKIP,UK Independence Party (UKIP),407,,3
E05000061,E09000003,Barnet,West Finchley,"Landeryou, Rita I. Ms.",LD,Liberal Democrats,262,,3
E05000061,E09000003,Barnet,West Finchley,"Chalmers, John A.",LD,Liberal Democrats,238,,3
E05000061,E09000003,Barnet,West Finchley,"Finlay, Ronald A.",LD,Liberal Democrats,206,,3
E05000062,E09000003,Barnet,West Hendon,"Langleben, Adam",LAB,Labour Party,1794,Yes,3
E05000062,E09000003,Barnet,West Hendon,"Kay, Devra Ms.",LAB,Labour Party,1769,Yes,3
E05000062,E09000003,Barnet,West Hendon,"Slocombe, Agnes C. Ms.*",LAB,Labour Party,1747,Yes,3
E05000062,E09000003,Barnet,West Hendon,"Hettiarachchi, Saira",CON,Conservative Party,1488,,3
E05000062,E09000003,Barnet,West Hendon,"Mann, Brian",CON,Conservative Party,1459,,3
E05000062,E09000003,Barnet,West Hendon,"Sodha, Ansuya*",CON,Conservative Party,1357,,3
E05000062,E09000003,Barnet,West Hendon,"Murray-Leonard, Adrian P.",UKIP,UK Independence Party (UKIP),445,,3
E05000062,E09000003,Barnet,West Hendon,"Samuel, Ben",GRE,Green Party,307,,3
E05000062,E09000003,Barnet,West Hendon,"Bunting, Sara H. Ms.",GRE,Green party,300,,3
E05000062,E09000003,Barnet,West Hendon,"Green, Miriam R. Ms.",GRE,Green Party,292,,3
E05000062,E09000003,Barnet,West Hendon,"Emery, Pearl E.",LD,Liberal Democrats,172,,3
E05000062,E09000003,Barnet,West Hendon,"Emery, James H.",LD,Liberal Democrats,163,,3
E05000062,E09000003,Barnet,West Hendon,"Ive, David",LD,Liberal Democrats,163,,3
E05000063,E09000003,Barnet,Woodhouse,"Hutton, Anne C. Ms.*",LAB,Labour Party,2348,Yes,3
E05000063,E09000003,Barnet,Woodhouse,"Cooke, Geof*",LAB,Labour Party,2287,Yes,3
E05000063,E09000003,Barnet,Woodhouse,"Schneiderman, Alan*",LAB,Labour Party,2067,Yes,3
E05000063,E09000003,Barnet,Woodhouse,"Higgins, Mark E.",CON,Conservative Party,1442,,3
E05000063,E09000003,Barnet,Woodhouse,"Depala, Mukesh H.",CON,Conservative Party,1350,,3
E05000063,E09000003,Barnet,Woodhouse,"Alam, Nurul",CON,Conservative Party,1318,,3
E05000063,E09000003,Barnet,Woodhouse,"Burstein, Diane Ms.",GRE,Green Party,604,,3
E05000063,E09000003,Barnet,Woodhouse,"Khan, Karl",UKIP,UK Independence Party (UKIP),551,,3
E05000063,E09000003,Barnet,Woodhouse,"Burns, David H.",GRE,Green Party,543,,3
E05000063,E09000003,Barnet,Woodhouse,"Vaswani, Gardi",GRE,Green Party,471,,3
E05000063,E09000003,Barnet,Woodhouse,"Murphy, Ian V.",LD,Liberal Democrats,218,,3
E05000063,E09000003,Barnet,Woodhouse,"Mckinnell, Pauline A. Ms.",LD,Liberal Democrats,211,,3
E05000063,E09000003,Barnet,Woodhouse,"Smith, Lisa M. Ms.",LD,Liberal Democrats,193,,3
E05000064,E09000004,Bexley,Barnehurst,"Marriner, Howard C.*",CON,Conservative Party,1463,Yes,3
E05000064,E09000004,Bexley,Barnehurst,"Pallen, Eileen P. Ms.",CON,Conservative Party,1427,Yes,3
E05000064,E09000004,Bexley,Barnehurst,"Hurt, David R.*",CON,Conservative Party,1424,Yes,3
E05000064,E09000004,Bexley,Barnehurst,"Ferro, Mike",UKIP,UK Independence Party (UKIP),1153,,3
E05000064,E09000004,Bexley,Barnehurst,"Thomas, Barrie R.",UKIP,UK Independence Party (UKIP),1125,,3
E05000064,E09000004,Bexley,Barnehurst,"Buttar, Harry",UKIP,UK Independence Party (UKIP),1065,,3
E05000064,E09000004,Bexley,Barnehurst,"Murphy, Matthew J.",LAB,Labour Party,671,,3
E05000064,E09000004,Bexley,Barnehurst,"Brown, Ron",LAB,Labour Party,655,,3
E05000064,E09000004,Bexley,Barnehurst,"Turner, Pauline Ms.",LAB,Labour Party,634,,3
E05000064,E09000004,Bexley,Barnehurst,"Hulme, Paul",BNP,British National Party,89,,3
E05000065,E09000004,Bexley,Belvedere,"Francis, Daniel",LAB,Labour Party,1546,Yes,3
E05000065,E09000004,Bexley,Belvedere,"Macdonald, Gillian L. Ms.*",LAB,Labour Party,1506,Yes,3
E05000065,E09000004,Bexley,Belvedere,"Newman, Seˆn B.*",LAB,Labour Party,1358,Yes,3
E05000065,E09000004,Bexley,Belvedere,"Reilly, Catherine Ms.",UKIP,UK Independence Party (UKIP),1130,,3
E05000065,E09000004,Bexley,Belvedere,"Vick, Shirley J. Ms.",CON,Conservative Party,903,,3
E05000065,E09000004,Bexley,Belvedere,"Bhogal, Amandeep S.",CON,Conservative Party,862,,3
E05000065,E09000004,Bexley,Belvedere,"Bhogal, Pardeep K. Ms.",CON,Conservative Party,838,,3
E05000065,E09000004,Bexley,Belvedere,"Haslam, Brian",BNP,British National Party,328,,3
E05000065,E09000004,Bexley,Belvedere,"Cordle, Sid",CPA,Christian Peoples Alliance,143,,3
E05000065,E09000004,Bexley,Belvedere,"Ogunyemi, Toyin Ms.",CPA,Christian Peoples Alliance,78,,3
E05000065,E09000004,Bexley,Belvedere,"Ogunyemi, Joel A.",CPA,Christian Peoples Alliance,72,,3
E05000066,E09000004,Bexley,Blackfen and Lamorbey,"Beckwith, Brian G.",CON,Conservative Party,1304,Yes,3
E05000066,E09000004,Bexley,Blackfen and Lamorbey,"Craske, Peter H.",CON,Conservative Party,1270,Yes,3
E05000066,E09000004,Bexley,Blackfen and Lamorbey,"Smith, Lynn Ms.",UKIP,UK Independence Party (UKIP),1225,Yes,3
E05000066,E09000004,Bexley,Blackfen and Lamorbey,"Taylor, Chris",CON,Conservative Party,1123,,3
E05000066,E09000004,Bexley,Blackfen and Lamorbey,"Barnbrook, Michael J.",IND,Independent,884,,3
E05000066,E09000004,Bexley,Blackfen and Lamorbey,"Bryant, Elwyn J.",IND,Independent,645,,3
E05000066,E09000004,Bexley,Blackfen and Lamorbey,"Dowling, Nicholas J.",IND,Independent,575,,3
E05000066,E09000004,Bexley,Blackfen and Lamorbey,"Jackson, Judith E. Ms.",LAB,Labour Party,515,,3
E05000066,E09000004,Bexley,Blackfen and Lamorbey,"Dalton, David R.",LAB,Labour Party,473,,3
E05000066,E09000004,Bexley,Blackfen and Lamorbey,"Mccartney, Mick",LAB,Labour Party,465,,3
E05000066,E09000004,Bexley,Blackfen and Lamorbey,"Wait, Chris",BNP,British National Party,287,,3
E05000066,E09000004,Bexley,Blackfen and Lamorbey,"Hurren, Paul W.",LD,Liberal Democrats,151,,3
E05000067,E09000004,Bexley,Blendon and Penhill,"Hall, Steven F.",CON,Conservative Party,1805,Yes,3
E05000067,E09000004,Bexley,Blendon and Penhill,"D'Amiral, Graham M.",CON,Conservative Party,1761,Yes,3
E05000067,E09000004,Bexley,Blendon and Penhill,"O'Hare, Nick",CON,Conservative Party,1672,Yes,3
E05000067,E09000004,Bexley,Blendon and Penhill,"Harradine, Martin B.",UKIP,UK Independence Party (UKIP),1289,,3
E05000067,E09000004,Bexley,Blendon and Penhill,"Prior, Dave",LAB,Labour Party,714,,3
E05000067,E09000004,Bexley,Blendon and Penhill,"Slater, Gerda Ms.",LAB,Labour Party,621,,3
E05000067,E09000004,Bexley,Blendon and Penhill,"Slater, Stuart R.",LAB,Labour Party,574,,3
E05000067,E09000004,Bexley,Blendon and Penhill,"Bradley, Erin Ms.",BNP,British National Party,390,,3
E05000068,E09000004,Bexley,Brampton,"O'Neill, Teresa A. J. Ms.*",CON,Conservative Party,2052,Yes,3
E05000068,E09000004,Bexley,Brampton,"Camsey, Sybil Ms.*",CON,Conservative Party,2040,Yes,3
E05000068,E09000004,Bexley,Brampton,"Wilkinson, John*",CON,Conservative Party,1821,Yes,3
E05000068,E09000004,Bexley,Brampton,"Dunford, John",UKIP,UK Independence Party (UKIP),1280,,3
E05000068,E09000004,Bexley,Brampton,"O'Neill, Margaret A. Ms.",LAB,Labour Party,874,,3
E05000068,E09000004,Bexley,Brampton,"O'Neill, Michael C. F.",LAB,Labour Party,810,,3
E05000068,E09000004,Bexley,Brampton,"O'Neill, Paul",LAB,Labour Party,726,,3
E05000068,E09000004,Bexley,Brampton,"Slaughter, Maureen A. A. Ms.",BNP,British National Party,268,,3
E05000069,E09000004,Bexley,Christchurch,"Ashmole, Roy F.*",CON,Conservative Party,1542,Yes,3
E05000069,E09000004,Bexley,Christchurch,"Fuller, John P.",CON,Conservative Party,1541,Yes,3
E05000069,E09000004,Bexley,Christchurch,"Smith, Brad*",CON,Conservative Party,1461,Yes,3
E05000069,E09000004,Bexley,Christchurch,"Millward, Rick",UKIP,UK Independence Party (UKIP),1090,,3
E05000069,E09000004,Bexley,Christchurch,"Davies, Eric",LAB,Labour Party,859,,3
E05000069,E09000004,Bexley,Christchurch,"Steedman, Kathy Ms.",LAB,Labour Party,757,,3
E05000069,E09000004,Bexley,Christchurch,"West, Peter J.",LAB,Labour Party,650,,3
E05000069,E09000004,Bexley,Christchurch,"Hall, David J.",LD,Liberal Democrats,267,,3
E05000069,E09000004,Bexley,Christchurch,"Scott, Ben",BNP,British National Party,241,,3
E05000069,E09000004,Bexley,Christchurch,"Tank, Suleyman",LD,Liberal Democrats,158,,3
E05000069,E09000004,Bexley,Christchurch,"Tosun, Fikret",LD,Liberal Democrats,130,,3
E05000070,E09000004,Bexley,Colyers,"Bishop, Brian J.*",CON,Conservative Party,1223,Yes,3
E05000070,E09000004,Bexley,Colyers,"Mcgannon, Mac",UKIP,UK Independence Party (UKIP),1112,Yes,3
E05000070,E09000004,Bexley,Colyers,"Fothergill, Maxine P. Ms.*",CON,Conservative Party,1111,Yes,3
E05000070,E09000004,Bexley,Colyers,"Smith, Andy",LAB,Labour Party,995,,3
E05000070,E09000004,Bexley,Colyers,"Lucking, Conor C.",CON,Conservative Party,963,,3
E05000070,E09000004,Bexley,Colyers,"Mehmet, Ibby",LAB,Labour Party,915,,3
E05000070,E09000004,Bexley,Colyers,"Okuleye, Tosin Ms.",LAB,Labour Party,896,,3
E05000070,E09000004,Bexley,Colyers,"Finch, Peter R.",BNP,British National Party,383,,3
E05000070,E09000004,Bexley,Colyers,"Juby, Richard W.",TUSC,Trade Unionist and Socialist Coalition,169,,3
E05000071,E09000004,Bexley,Crayford,"Bishop, Christine F. Ms.",CON,Conservative Party,1575,Yes,3
E05000071,E09000004,Bexley,Crayford,"Lucia-Hennis, Geraldene A. Ms.*",CON,Conservative Party,1547,Yes,3
E05000071,E09000004,Bexley,Crayford,"Davey, John",CON,Conservative Party,1466,Yes,3
E05000071,E09000004,Bexley,Crayford,"Shepheard, John D.",LAB,Labour Party,1266,,3
E05000071,E09000004,Bexley,Crayford,"Chase, Alexis Ms.",LAB,Labour Party,1161,,3
E05000071,E09000004,Bexley,Crayford,"Perfect, Wendy J. Ms.",LAB,Labour Party,1126,,3
E05000071,E09000004,Bexley,Crayford,"James, Stephen A.",BNP,British National Party,539,,3
E05000072,E09000004,Bexley,Cray Meadows,"Bacon, Cheryl Ms.*",CON,Conservative Party,1464,Yes,3
E05000072,E09000004,Bexley,Cray Meadows,"Downing, Ross Ms.*",CON,Conservative Party,1312,Yes,3
E05000072,E09000004,Bexley,Cray Meadows,"Massey, Donald*",CON,Conservative Party,1287,Yes,3
E05000072,E09000004,Bexley,Cray Meadows,"Reader, Steve",UKIP,UK Independence Party (UKIP),1029,,3
E05000072,E09000004,Bexley,Cray Meadows,"Watkins, Luke",LAB,Labour Party,737,,3
E05000072,E09000004,Bexley,Cray Meadows,"Riviere, Lareo",LAB,Labour Party,708,,3
E05000072,E09000004,Bexley,Cray Meadows,"Hashemzade, Ailar",LAB,Labour Party,636,,3
E05000072,E09000004,Bexley,Cray Meadows,"Brooks, John",BNP,British National Party,262,,3
E05000072,E09000004,Bexley,Cray Meadows,"Albakri, Jawharah Q.",LD,Liberal Democrats,164,,3
E05000072,E09000004,Bexley,Cray Meadows,"Williams, Laurence",CPA,Christian Peoples Alliance,132,,3
E05000073,E09000004,Bexley,Danson Park,"Bailey, Linda J. Ms.*",CON,Conservative Party,1668,Yes,3
E05000073,E09000004,Bexley,Danson Park,"Massey, Sharon M. Ms.*",CON,Conservative Party,1493,Yes,3
E05000073,E09000004,Bexley,Danson Park,"Waters, John*",CON,Conservative Party,1425,Yes,3
E05000073,E09000004,Bexley,Danson Park,"Clarke, Malcom F.",UKIP,UK Independence Party (UKIP),1094,,3
E05000073,E09000004,Bexley,Danson Park,"Ball, Pat Ms.",LAB,Labour Party,792,,3
E05000073,E09000004,Bexley,Danson Park,"Browning, John",LAB,Labour Party,731,,3
